公司ID,公司简称,工商全称,统一信用代码,官网,一句话简介,公司简介,行业,子行业,省,市,成立时间,运营状态,融资总额(万人民币),估值(万人民币),估值(估算-万人民币),年营收(亿元),年度利润(亿元),员工人数,融资时间,轮次,金额,币种,等值人民币(万),投资机构,地址,电话,邮箱,团队姓名,职位
43198,蓝色光标,北京蓝色光标数据科技股份有限公司,91110000744727456H,http://www.bluefocusgroup.com/,供品牌管理与营销服务商,蓝色光标是一家为大型企业和组织提供品牌管理与营销服务的公司，主营业务为数字整合营销、公共关系、广告策划及代理，活动管理以及国际业务，旗下目前拥有蓝色光标数字营销机构、智扬公关、博思瀚扬等子品牌。,企业服务,销售营销,北京,朝阳区,2002-11,运营中,247100,170600,150000,366.83,-22.74,2521,2021-05-08,IPO上市后,数亿,人民币,30000,拉卡拉,北京市朝阳区酒仙桥北路9号(厂区)10幢二层A5-01;北京市朝阳区酒仙桥北路9号(厂区)10幢二层A5-01,010-5647-8887,bluedigital@bluefocus.com ,,
,,,,,,,,,,,,,,,,,,,2018-03-07,IPO上市后,未透露,人民币,10000,联想控股,,,,,
,,,,,,,,,,,,,,,,,,,2016-05-12,IPO上市后,8.3亿,人民币,83000,蓝瀚科技售股股东京东世纪,,,,,
,,,,,,,,,,,,,,,,,,,2013-09-18,IPO上市后,5.31亿,人民币,53100,"深创投,易方达基金,汇添富,西投控股,广发基金,泰达宏利,华商基金",,,,,
,,,,,,,,,,,,,,,,,,,2010-02-26,IPO上市,6.77亿,人民币,67700,,,,,,
,,,,,,,,,,,,,,,,,,,2008-06-01,A轮,3300万,人民币,3300,达晨财智,,,,,
43177,网宿科技,网宿科技股份有限公司,91310000631658829P,http://www.chinanetcenter.com/,提供全球范围内的内容分发与加速,网宿科技是一家互联网业务平台提供商，专注于提供全球范围内的内容分发与加速、服务器托管与租用、以及面向运营商的网络优化解决方案等服务。,企业服务,行业信息化及解决方案,上海,嘉定区,2000-01,运营中,692300,2916667,1750000,50.84,1.94,2846,2019-06-06,IPO上市后,35亿,人民币,350000,广投集团,上海市嘉定区环城路200号,021-2426-1717,shas@chinanetcenter.com ,刘成彦,董事长
,,,,,,,,,,,,,,,,,,,2018-01-26,IPO上市后,30亿,人民币,300000,腾讯投资,,,,,
,,,,,,,,,,,,,,,,,,,2009-10-30,IPO上市,数亿,人民币,30000,,,,,,
,,,,,,,,,,,,,,,,,,,2009-09-01,D轮,2900万,人民币,2900,"达晨财智,创东方投资",,,,,
,,,,,,,,,,,,,,,,,,,2009-06-15,C轮,1400万,人民币,1400,联盛创投,,,,,
,,,,,,,,,,,,,,,,,,,2008-11-20,B轮,4000万,人民币,4000,"达晨财智,创东方投资,德诚盛景",,,,,
,,,,,,,,,,,,,,,,,,,2007-06-01,A轮,4000万,人民币,4000,"深创投,达晨财智",,,,,
43144,德必,上海德必文化创意产业发展(集团)股份有限公司,91310000572698184Q,http://www.dobechina.com,一家文化创意产业发展服务商,德必是一家文化创意产业发展服务商，致力于为文化创意企业提供舒适、生态、个性化的高品质办公环境，同时为企业提供系统优质的微生态创业环境，助力文化创意企业的持续发展。,企业服务,创业服务,上海,长宁区,2011-04,运营中,134100,345000,345000,7.79,0.415002,461,2021-02-10,IPO上市,6.9亿,人民币,69000,,中国上海市长宁区安化路492号长宁德必易园A座8楼,021-3250-8752,news@dobechina.com,贾波,创始人
,,,,,,,,,,,,,,,,,,,2018-09-26,C轮,数亿,人民币,30000,招商致远资本,,,,,
,,,,,,,,,,,,,,,,,,,2017-05-26,B轮,数亿,人民币,30000,阳光保险,,,,,
,,,,,,,,,,,,,,,,,,,2016-12-07,A轮,未透露,人民币,2000,"达晨财智,中民投,卓元资本,北京江铜有邻资产管理有限公司",,,,,
,,,,,,,,,,,,,,,,,,,2016-09-02,A轮,数千万,人民币,3000,达晨财智,,,,,
,,,,,,,,,,,,,,,,,,,2016-03-28,天使轮,未透露,人民币,100,海尔资本,,,,,
42483,罗科仕,罗科仕科技(北京)股份有限公司,91110105562144225Q,http://www.lucasgchr.com,招聘O2O平台,罗科仕是一个招聘O2O平台，致力于为用户提供高管人才寻访、董事会咨询以及领导力培训和人才培训等一系列服务。,企业服务,人力资源,北京,朝阳区,2011-05,运营中,23900,19500,19500,0.480876,0.068066,77,2024-03-05,IPO上市,600万,美元,3900,,北京市朝阳区新东路8号首开铂郡B1-025,400-699-8232,info@lucasgchr.com,Howard Lee,CEO
,,,,,,,,,,,,,,,,,,,2018-08-13,退市,未透露,人民币,10000,,,,,,
,,,,,,,,,,,,,,,,,,,2016-08-04,新三板,未透露,人民币,10000,,,,,,
41682,辰安科技,北京辰安科技股份有限公司,91110108783233053A,http://www.gsafety.com/,致力于公共安全和应急技术,辰安科技是一家致力于公共安全和应急技术的科技公司，是一家源于清华大学，由清华控股的高科技企业。产品和服务包括公共安全综合应急、监测监控、预防预警、救援指挥相关系统和装备。,企业服务,企业安全,北京,海淀区,2005-11,运营中,86300,150000,150000,15.39,-1.59,1938,2020-03-15,IPO上市后,数亿,人民币,30000,中国电信,北京市海淀区丰秀中路3号院1号楼,010-57930171/010-57930999,,郑家升,董事长
,,,,,,,,,,,,,,,,,,,2019-04-18,IPO上市后,1.73亿,人民币,17300,中国电子进出口,,,,,
,,,,,,,,,,,,,,,,,,,2016-07-26,IPO上市,数千万,人民币,3000,,,,,,
,,,,,,,,,,,,,,,,,,,2011-09-24,B轮,数亿,人民币,30000,"瑞为铁道科技,昆冈股权投资",,,,,
,,,,,,,,,,,,,,,,,,,2010-11-14,A轮,数千万,人民币,3000,"同方创投,光谷烽火创投,中咨顺景,芜湖金财融资",,,,,
,,,,,,,,,,,,,,,,,,,2005-11-24,天使轮,数千万,人民币,3000,轩辕集团,,,,,
41663,东华软件,东华软件股份公司,911100007226188818,http://www.dhcc.com.cn/,软件和信息系统解决方案提供商,东华软件是一个软件和信息系统解决方案提供商，以应用软件开发、计算机信息系统集成、信息技术服务、网络流控安全产品及互联网+为主要业务，拥有800多项自主知识产权的软件产品。涵盖多种应用与技术平台，用户遍及医疗、金融、电信、电力、政府、交通、国防、科研、煤炭、石化、石油、保险及制造等行业。,企业服务,行业信息化及解决方案,北京,海淀区,2001-01,运营中,301900,720000,720000,118.33,4.11,10000,2020-01-10,IPO上市后,14.4亿,人民币,144000,腾讯投资,北京市海淀区知春路紫金数码园东华合创大厦,010-6266-2288,XXD@DHCC.COM.CN,薛向东,CEO
,,,,,,,,,,,,,,,,,,,2018-05-28,IPO上市后,12.66亿,人民币,126600,腾讯投资,,,,,
,,,,,,,,,,,,,,,,,,,2006-08-01,IPO上市,3.13亿,人民币,31300,,,,,,
41034,顶点软件,福建顶点软件股份有限公司,91350000260188521B,http://www.apexsoft.com.cn,行业应用解决方案供应商,顶点软件是一家具有持续自主创新能力的专业平台型软件公司及行业应用解决方案供应商，主要致力于为金融证券、企业、教育及公共服务业提供以业务流程管理(BPM)为核心的信息化解决方案。隶属于福建顶点软件股份有限公司,企业服务,行业信息化及解决方案,福建,福州,2000-10,运营中,42100,200500,200500,6.25,1.74,1954,2017-05-22,IPO上市,4.01亿,人民币,40100,,福建省福州市软件大道89号福州软件园A区13号;福建省福州市软件大道89号福州软件园A区13号 ,0591－8786-6888,,严孟宇,CEO
,,,,,,,,,,,,,,,,,,,2015-06-23,A轮,未透露,人民币,2000,金石投资,,,,,
39915,安妮股份,厦门安妮股份有限公司,913502002601292498,http://www.anne.com.cn,商务信息用纸研发产销公司,安妮股份是一家以商务信息用纸的研发、生产、销售以及综合应用服务为主的大型企业集团，致力于数字营销服务、彩票营销服务、商务信息纸品营销服务、物联网应用服务，隶属于厦门安妮股份有限公司。,企业服务,办公OA,福建,厦门,1998-09,运营中,28800,136500,136500,3.61,-1.4,308,2008-05-16,IPO上市,2.73亿,人民币,27300,,福建省厦门市集美区杏林锦园南路99号,0592-315-2188,luomeng@anne.com.cn ,张杰,创始人
,,,,,,,,,,,,,,,,,,,2007-04-09,A轮,1500万,人民币,1500,同创伟业,,,,,
39204,先进数通,北京先进数通信息技术股份公司,91110108801146341D,http://www.adtec.com.cn,软件解决方案及开发服务商,先进数通是一家软件服务公司，向客户提供以自主平台软件为基础的定制化软件解决方案，软件开发服务。隶属于北京先进数通信息技术股份公司,企业服务,行业信息化及解决方案,北京,海淀区,2000-10,运营中,43300,166000,166000,28.05,1.22,,2016-09-13,IPO上市,3.32亿,人民币,33200,,北京市海淀区车道沟1号青东商务区D座4-7层,010-6870-0009,,林鸿,CEO
,,,,,,,,,,,,,,,,,,,2012-06-27,天使轮,未透露,人民币,100,中关村兴业,,,,李铠,董事长
,,,,,,,,,,,,,,,,,,,2010-01-24,战略投资,未透露,人民币,10000,握奇数据,,,,,
38055,万国数据,万国数据服务有限公司,913205947230335351,http://www.gds-services.com,高可用数据中心基础设施及云平台服务提供商,万国数据是一个高可用数据中心基础设施及云平台服务提供商，向客户提供业务连续管理体系的全面服务，包括高可用性IT基础环境服务、灾难恢复(BC/DR)规划、实施、运行外包服务、测试中心服务、数据中心平台服务、ECC运行监控服务等，致力于推动中国IT外包服务的发展。,企业服务,企业IT服务,北京,朝阳区,2000-09,运营中,1943900,2015000,2015000,100.55,-43,3000,2022-02-22,IPO上市后,6.2亿,美元,403000,"红杉中国,ST Telemedia Global Data Centres,某亚洲主权财富基金",北京市朝阳区东三环北路甲26号博瑞大厦1008室,010-5322-8000,marketing@gds-services.com,黄伟,创始人 
,,,,,,,,,,,,,,,,,,,2020-11-02,IPO上市,129.4亿,港元,1035200,,,,,,
,,,,,,,,,,,,,,,,,,,2020-06-23,IPO上市后,5.05亿,美元,328250,"高瓴投资,ST Telemedia Global Data Centres",,,,,
,,,,,,,,,,,,,,,,,,,2019-03-14,IPO上市后,1.5亿,美元,97500,平安海外控股,,,,,
,,,,,,,,,,,,,,,,,,,2016-11-03,IPO上市,数千万,美元,19500,,,,,,
,,,,,,,,,,,,,,,,,,,2008-09-01,C轮,4500万,美元,29250,"软银中国资本,元禾控股,IFC国际金融公司,光大集团",,,,,
,,,,,,,,,,,,,,,,,,,2007-03-01,B轮,3000万,美元,19500,"软银中国资本,IFC国际金融公司,光大集团",,,,,
,,,,,,,,,,,,,,,,,,,2003-01-01,A轮,1800万,美元,11700,汉鼎亚太,,,,,
36915,三五互联科技,琏升科技股份有限公司,91350200751642792T,https://www.35.com/index.html,云办公整体解决方案的专业服务提供商,35互联是一家云办公整体解决方案的专业服务提供商，基于云计算模式，重点面向广大企业用户、商务人士，创新推出一整套35云办公整体解决方案，融合工作微博、企业邮箱、办公自动化系统(OA)、即时通讯管理(EQ)等云服务及互联网基础应用的网络域名、电子商务网站建设产品，实现跨越桌面互联网、移动互联网，多平台同步的全新办公模式，隶属于厦门三五互联科技股份有限公司,企业服务,综合企业服务,福建,福州,2004-04,运营中,45900,229500,229500,2.45,-0.632319,1000,2010-02-11,IPO上市,4.59亿,人民币,45900,,福建省厦门市火炬高新技术产业开发区软件园二期观日路8号一层,158-8020-8052,,龚少晖,创始人
,,,,,,,,,,,,,,,,,,,,,,,,,,,,杨苹,董事
36459,任子行,任子行网络技术股份有限公司,91440300723005104T,http://www.1218.com.cn/,网络信息安全服务提供商,任子行是一家网络信息安全领域的企业。主要是为国家管理机构、运营商、企事业单位和个人网络信息安全提供服务。隶属于任子行网络技术股份有限公司。,企业服务,企业安全,广东,广州,2000-05,运营中,33480,150000,150000,6.5,-0.885978,1116,2012-04-25,IPO上市,数亿,人民币,30000,,广东省深圳市南山区科技中二路软件园2栋6层,0755-8616-8366,,景晓军,CEO
,,,,,,,,,,,,,,,,,,,2010-06-01,A轮,3480万,人民币,3480,东方富海,,,,,
21745,派诺科技,珠海派诺科技股份有限公司,91440400722914824B,http://www.pmac.com.cn/,用电和能源管理服务提供商,派诺科技是一家集硬件、软件、集成与服务于一体的用电和能源管理服务提供商，为数据中心、医疗、轨道交通等重点领域提供设备运维、机电保障、安全节能等服务。,企业服务,行业信息化及解决方案,广东,珠海,2000-05,运营中,20500,90000,57500,6.13,0.663477,744,2023-12-14,IPO上市,1.15亿,人民币,11500,,广东省珠海市高新区科技创新海岸科技六路15号派诺科技园,0756-3629688,,李健,董事长
,,,,,,,,,,,,,,,,,,,2015-11-14,新三板定增,数千万,人民币,3000,同系资本,,,,,
,,,,,,,,,,,,,,,,,,,2014-10-14,新三板,数千万,人民币,3000,,,,,,
,,,,,,,,,,,,,,,,,,,2014-01-14,A轮,数千万,人民币,3000,九鼎投资,,,,,
30543,用友,用友网络科技股份有限公司,91110000600001760P,http://www.yonyou.com/,企业管理软件提供商,用友集团是一家企业管理软件、企业互联网服务和企业金融服务提供商，是ERP、CRM、人力资源管理、商业分析、内审、小微企业管理软件和财政、汽车、烟草等行业应用解决方案提供商。,企业服务,综合企业服务,北京,海淀区,1995-01,运营中,621500,2649000,2649000,97.96,-9.1,18000,2022-01-25,IPO上市后,52.98亿,人民币,529800,"高瓴投资,易方达基金,葛卫东,高毅资产",北京市海淀区北清路68号用友产业园,,,王文京,董事长
,,,,,,,,,,,,,,,,,,,2001-05-18,IPO上市,9.17亿,人民币,91700,,,,,,
29522,恒拓开源,恒拓开源信息科技股份有限公司,91120116663065243C,,软件开源化技术服务提供商,恒拓开源是一家开源软件技术研究与发展、企业和政府客户等软件开源化技术服务以及软件技术人员开源技术培训的企业。由海外归国留学人员CEO马越创办。,企业服务,开发者服务,天津,滨海新区,2007-06,运营中,22000,96400,96400,1.79,0.077483,554,2020-07-27,IPO上市,未透露,人民币,10000,,,,,马越,创始人兼CEO
,,,,,,,,,,,,,,,,,,,2015-12-07,新三板,未透露,人民币,10000,,,,,,
,,,,,,,,,,,,,,,,,,,2012-06-01,A轮,未透露,人民币,2000,泰达科投,,,,,
26765,凌雄科技,凌雄技术(深圳)有限公司,914403000685577373,https://www.bearrental.com,IT设备租赁服务提供商,凌雄科技是中国领先的IT办公设备运营商，旗下小熊U租主要围绕企业IT办公设备场景，提供全品类、全⽣命周期IT综合解决⽅案服务，包括IT办公设备租赁、IT技术服务、IT设备回收、资产管理SaaS软件，为企业解决运营中存在的IT采购资⾦占⽤⼤、资产管理困难、技术服务响应缓慢、办公设备效率低下、灵活性差、IT资产闲置等五⼤痛点，帮助企业重构IT资产效率与价值，实现轻资产化转型。,企业服务,企业IT服务,广东,深圳,2004-11,运营中,159960,208000,134800,18.21,-1.29,500,2022-11-24,IPO上市,3.37亿,港元,26960,,深圳市福田区车公庙工业区车公庙安华小区厂房5栋,0755-835-39581,lxBDS@lxrental.com,胡祚雄,CEO
,,,,,,,,,,,,,,,,,,,2021-08-11,战略投资,未透露,人民币,10000,联想创投,,,,华宝城,总裁
,,,,,,,,,,,,,,,,,,,2021-03-03,D+轮,未透露,人民币,10000,"深圳高新投,明诚致慧",,,,,
,,,,,,,,,,,,,,,,,,,2020-07-14,D轮,数亿,人民币,30000,"达晨财智,京东",,,,,
,,,,,,,,,,,,,,,,,,,2019-12-12,C轮,5000万,人民币,5000,腾讯众创空间,,,,,
,,,,,,,,,,,,,,,,,,,2019-05-16,B轮,数亿,人民币,30000,"达晨财智,东方富海,前海长城基金,国中资本",,,,,
,,,,,,,,,,,,,,,,,,,2019-03-20,Pre-B轮,1.5亿,人民币,15000,"达晨财智,前海长城基金",,,,,
,,,,,,,,,,,,,,,,,,,2018-12-26,A+轮,数千万,人民币,3000,京东,,,,,
,,,,,,,,,,,,,,,,,,,2018-05-18,A轮,数亿,人民币,30000,"达晨财智,京东",,,,,
7340,天润云, 天润云股份有限公司,91110108785512910D,http://www.ti-net.com.cn/,全周期客户联络云平台服务商,"北京天润融通科技股份有限公司，创建于2006年。总部设在北京，在上海、深圳、广州、杭州、济南设有销售和技术服务办公室，在南京和成都设有研发与支撑中心。
经过十多年的发展，天润融通在产品能力、服务支持、技术创新等方面得到了客户的广泛认可，为众多知名企业提供了优质的客户联络平台服务，其中包括工商银行、交通银行、腾讯、阿里、百度、字节跳动、京东、美团、快手、BOSS直聘、智联招聘等十余个行业的客户。",企业服务,客户服务,北京,大兴区,2006-02,运营中,76894,178880,102400,4.63,-0.09036,588,2022-06-30,IPO上市,2.56亿,港元,20480,,北京亦庄经济技术开发区荣华南路2号院大族广场1号楼29层,400-686-9009,,吴强,创始人
,,,,,,,,,,,,,,,,,,,2022-06-21,基石轮,1.81亿,港元,14464,"声网Agora,Platinum Investment Management",,,,,
,,,,,,,,,,,,,,,,,,,2018-11-29,退市,未透露,人民币,10000,,,,,,
,,,,,,,,,,,,,,,,,,,2016-01-18,新三板,数亿,人民币,30000,,,,,,
,,,,,,,,,,,,,,,,,,,2010-01-01,A轮,数百万,美元,1950,宽带资本CBC,,,,,
6747,初灵信息,杭州初灵信息技术股份有限公司,91330000720048184T,http://www.cncr-it.com/,基于云服务的远程物联网应用,初灵信息致力于为客户提供简洁的智能连接、高效的数据感知、安全的智能应用三大边缘计算核心技术能力，集成“云边端”协同的边缘计算生态，聚焦5G行业及企业数智化应用推广。公司多年深耕企业(行业)智能连接网络、垂直行业边缘应用型DPI(安全、物联网类)、视频及其他行业(企业)的智能应用等技术，初步构成“云边端”协同的边缘计算生态。业务方面，公司从提供单项能力向为客户数智化改造提供边缘计算生态服务能力，形成项目和运营服务双模式；产品技术方面，持续聚焦构建5G Fixed+Data+AI三大边缘计算技术能力，积极布局在5G行业边缘计算应用和企业数智化应用。,企业服务,云服务,浙江,杭州,2009-07,运营中,,316000,,3.61,-1.16,1002,2011-08-03,IPO上市,2.5亿,人民币,,,,,,汤鹏,CEO
4211,南京云创存储,南京云创大数据科技股份有限公司,91320100567246634N,http://www.cstor.cn,云计算、云存储技术服务商,南京云创存储科技是一家云计算、云存储技术服务商，具有自主知识产权的cStor云存储技术、cProc云处理技术、cTrans高速数据传输系统和cVideo云创高清视频监控系统等。,企业服务,企业IT服务,江苏,南京,2011-03,运营中,40800,179900,174000,4.77,0.728835,,2021-08-26,IPO上市,3.48亿,人民币,34800,,,,,张真,总裁
,,,,,,,,,,,,,,,,,,,2015-06-11,A轮,6000万,人民币,6000,通鼎互联,,,,,
3911,中望软件,广州中望龙腾软件股份有限公司,91440101712408557U,http://www.zwcad.com/,CAD/CAM解决方案供应商,中望软件是一家CAD/CAM解决方案供应商，自主研发的产品包括中望CAD、中望CAD机械版、中望CAD建筑版、中望3D CAD/CAM，致力于帮助用户以合理成本解决正版化的同时，最大化发挥正版CAD/CAM软件的应用效益。,企业服务,企业IT服务,广东,广州,2013-04,运营中,102100,2592000,300500,6.01,-0.032651,2081,2021-03-11,IPO上市,6.01亿,人民币,60100,,广州市天河区珠江西路15号珠江城32层,020-3828-9780;4008-800-819,market@zwcad.com;support@zwcad.com,杜玉林,董事长
,,,,,,,,,,,,,,,,,,,2019-10-16,战略投资,1.4亿,人民币,14000,"达晨财智,毅达资本,粤科金融,越秀产业基金,粤财创投,航天科工资产,中国互联网投资基金",,,,,
,,,,,,,,,,,,,,,,,,,2018-12-06,战略投资,8000万,人民币,8000,"达晨财智,航天科工资产",,,,,
,,,,,,,,,,,,,,,,,,,2018-08-28,退市,未透露,人民币,10000,,,,,,
,,,,,,,,,,,,,,,,,,,2017-05-26,新三板,未透露,人民币,10000,,,,,,
